日付,最高気温,平均蒸気圧,平均雲量,平均風速,降水量
2016/6/7,23,19.8,9.3,2.5,26.5
2016/6/8,29.1,20,9.5,2.3,0
2016/6/9,28.2,21.1,7.8,2.3,0
2016/6/10,31.5,20,4,2.2,0
2016/6/11,30.3,21.3,9.8,2.2,0
2016/6/12,28,22.7,10,2.9,14.5
2016/6/13,26.4,22.2,9.8,2.9,4.5
2016/6/14,29.1,21,9.5,1.6,0
2016/6/15,30.2,23.2,6.3,1.9,0
2016/6/16,24.7,23.8,10,2.2,38.5
2016/6/17,27.2,21.3,9,2.9,1.5
2016/6/18,32.3,18.1,6,2,0
2016/6/19,25.3,23.1,10,1.7,16.5
2016/6/20,28.5,24.7,10,2.3,0
2016/6/21,29.3,23.9,7.8,2.3,40.5
2016/6/22,27.6,25.2,10,1.6,13
2016/6/23,29.6,24.1,6.8,3.2,47.5
2016/6/24,27.8,22.6,9.8,2.1,22
2016/6/25,28.1,23.3,10,3.3,46.5
2016/6/26,27.4,19.1,5,2.6,0
2016/6/27,30,20.5,5,2,19
2016/6/28,24.9,22.5,10,2.1,8.5
2016/6/29,26.2,25.1,10,1.2,8
2016/6/30,28.1,26.3,10,1.7,0
2016/7/1,32.2,25.2,9.3,2,0
2016/7/2,34.5,26.5,9.8,2.8,0
2016/7/3,33.8,28.7,7.3,2.9,0
2016/7/4,34.6,28.7,8.3,2.5,0
2016/7/5,36.3,27.6,6.8,2.4,0
2016/7/6,33.3,26.3,4.3,2.9,0
2016/7/7,34.7,27.4,7,2.1,0
2016/7/8,30.3,27.4,10,1.5,4.5
2016/7/9,27.1,26.7,10,1.7,25.5
2016/7/10,32.5,28,10,1.7,0
2016/7/11,33.7,29.1,9.8,2.4,0
2016/7/12,31.4,30.6,10,1.8,9
2016/7/13,30,30.8,10,2.3,5
2016/7/14,32.7,28,8.8,2.4,5.5
2016/7/15,28,22.9,10,2.4,0.5
2016/7/16,31.5,23.8,10,2,0
2016/7/17,31.1,28.5,9.5,2,2.5
2016/7/18,32.6,24.3,5,2.5,0
2016/7/19,33.7,22.5,2,2.8,0
2016/7/20,34.3,21.6,5.5,3,0
2016/7/21,32.7,22.4,7.3,3.2,0
2016/7/22,34.4,22.4,7.5,3.2,0
2016/7/23,32.8,24.1,9,2.4,0
2016/7/24,31.4,23.5,9.3,2.5,0
2016/7/25,30.6,24.9,10,1.9,0
2016/7/26,29.1,27.4,10,2,13
2016/7/27,32.7,27.6,9.8,1.7,0
2016/7/28,33.4,27.4,8,2,0.5
2016/7/29,33.5,25.8,6.8,2.2,0
2016/7/30,35.8,25.1,7.3,2.1,0
2016/7/31,35.3,26.9,3,1.8,0
2016/8/1,34.9,27.1,4.5,2.4,0
2016/8/2,34.5,25.3,8.3,2.6,0
2016/8/3,35,25.6,9,2.3,0
2016/8/4,36.4,26.5,6,2.3,0
2016/8/5,36.3,28.3,8.3,2.2,0
2016/8/6,36.9,29.4,7,1.7,0
2016/8/7,36.8,27.4,4,2.2,0
2016/8/8,36.3,26.5,3.8,2.9,0
2016/8/9,35.3,25.5,4.5,2.9,0
2016/8/10,35.2,20.7,5.3,2.6,0
2016/8/11,36.2,18.9,5.5,2.6,0
2016/8/12,35.4,24.2,1,2.5,0
2016/8/13,35.5,26.6,3.3,2.4,0
2016/8/14,35.5,29.3,3.5,2,7.5
2016/8/15,35.5,29.3,7.5,2.1,0
2016/8/16,35.3,29.1,7.8,2.5,3
2016/8/17,33.6,28.4,9,2.4,0
2016/8/18,36,27.2,7.5,3.1,0
2016/8/19,38.1,28.6,7.3,2.7,0
2016/8/20,37.6,27.1,4.8,3,0
2016/8/21,36.9,27.2,4,4,0
2016/8/22,36.3,27.6,7.8,3,0
2016/8/23,35.9,24.2,8.3,3.4,0
2016/8/24,35.5,27.1,6.8,2.6,2.5
2016/8/25,35.9,28.5,7.5,2.2,0
2016/8/26,35.3,24.9,5.8,2.4,0
2016/8/27,32.2,23,9.5,3.6,0
2016/8/28,32.1,24.2,7.3,3.6,0
2016/8/29,28.2,26.1,9.5,2.4,145.5
2016/8/30,28.2,18.4,5.3,3.9,3
2016/8/31,31.7,17.5,1.3,3.5,0
2016/9/1,32.6,19,7.5,1.7,0
2016/9/2,34.1,21,7.3,2,0
2016/9/3,33.9,24.3,4.8,3.2,0
2016/9/4,34.8,26.8,7.3,3,1
2016/9/5,31.7,27.4,9.5,1.4,1
2016/9/6,33,28.2,10,1.7,1.5
2016/9/7,34.7,28.2,8.5,1.7,0
2016/9/8,28.8,25.8,8.5,2.5,20
2016/9/9,30.2,20.1,6.5,2.4,0
2016/9/10,31.4,19.9,6.8,2.5,0
2016/9/11,33,22.6,9,2.6,0
2016/9/12,31.2,25.1,9.8,2.5,4
2016/9/13,26.3,27.2,10,1.9,10
2016/9/14,28.1,23.6,10,1.7,0.5
2016/9/15,28.3,21.5,10,2.5,0
2016/9/16,31.3,22.9,9,2.1,0
2016/9/17,31.6,26,10,1.8,0
2016/9/18,27.9,28.4,10,2.1,14.5
2016/9/19,26.4,26.4,10,2.6,11
2016/9/20,22.4,21.8,10,4,52
2016/9/21,26.7,22.4,9.8,1.9,2
2016/9/22,26.9,24.4,9.3,2.9,21
2016/9/23,26.7,21.4,7.3,2.7,1
2016/9/24,25.5,21.2,10,2.3,0
2016/9/25,30.7,22.6,9.8,2.2,9.5
2016/9/26,30.2,26.5,10,2.6,5.5
2016/9/27,32.5,25.6,6.3,1.8,0
2016/9/28,29.5,30,10,2,7.5
2016/9/29,26.3,24.4,10,2.3,18
2016/9/30,28,20.1,6.5,2.3,3.5
2017/5/1,25.2,11.8,5.5,2.8,0
2017/5/2,24.5,9,4,2.3,0
2017/5/3,25.2,12,9.8,2.1,0
2017/5/4,26.1,13.6,5.3,3,0
2017/5/5,26.7,15.9,5,2.4,0
2017/5/6,24.2,17.4,9.8,1.6,0
2017/5/7,24.2,11,6.8,2.7,0
2017/5/8,26.4,9.1,3.3,2.6,0
2017/5/9,23.3,12,10,2.3,7.5
2017/5/10,24.6,16.1,9.5,3.4,0.5
2017/5/11,24.9,15.4,8.3,3,0
2017/5/12,27.4,15.9,6,1.7,3.5
2017/5/13,20.3,17.7,9.3,2.4,51
2017/5/14,26.3,17,7.8,2.1,0
2017/5/15,24.8,13.2,9.5,2.8,0
2017/5/16,22.2,11.5,10,1.9,0
2017/5/17,24.4,10.2,8,2.6,0
2017/5/18,27,10.7,0.3,2.3,0
2017/5/19,28.2,11,0,2.2,0
2017/5/20,29.6,13.4,0.5,1.8,0
2017/5/21,28.7,15,9,2,0
2017/5/22,29.4,15.2,3.3,2.4,0
2017/5/23,28.5,16.5,8.3,2.4,0
2017/5/24,24.4,18.7,10,1.4,3.5
2017/5/25,23.9,20.1,10,1.6,30
2017/5/26,27.8,16.6,7.8,2.9,0
2017/5/27,23.8,11.6,3.3,2.8,0
2017/5/28,26.3,13.1,3.3,2,0
2017/5/29,29.3,14.8,2.5,2.2,0
2017/5/30,29.9,18.5,6,2,0
2017/5/31,29,20.8,10,2,0
2017/6/1,27.5,19,8.5,2.6,25.5
2017/6/2,25.9,14.1,4.5,3.5,2
2017/6/3,24.5,11.6,5.5,2.6,0
2017/6/4,26.1,10.6,6.5,3,0
2017/6/5,27,10.9,1.5,3.1,0
2017/6/6,26.4,13,8,2.2,0
2017/6/7,22.6,19.1,10,1.5,28
2017/6/8,26.3,18.8,7.5,2.5,0
2017/6/9,28.2,15.8,5.5,1.8,0
2017/6/10,29.1,15.8,7.5,3.1,0
2017/6/11,25.7,12,7.5,3.3,0
2017/6/12,24.3,12.1,9.8,3.3,0
2017/6/13,25.5,12.6,6,2.4,0
2017/6/14,26.5,12.2,6.5,2.5,0
2017/6/15,28.8,14.1,0,2.1,0
2017/6/16,28.7,15.8,4.5,3,0
2017/6/17,29.3,15.1,5.5,2.6,0
2017/6/18,29.1,17.4,8.8,2.2,0
2017/6/19,30.7,18.2,2.5,2.3,0
2017/6/20,30.8,19,10,1.9,0.5
2017/6/21,24.4,21.6,10,3.2,72
2017/6/22,28.1,17.6,10,1.8,0
2017/6/23,32.3,19.2,8.5,1.9,0
2017/6/24,30.4,21.5,10,2.1,8
2017/6/25,24.3,24.8,10,1.6,21.5
2017/6/26,28.4,19.3,10,2.2,0
2017/6/27,29.2,21,10,2.1,0
2017/6/28,29.4,24.3,9.3,1.6,6
2017/6/29,27.5,24.1,10,1.6,0
2017/6/30,29.3,27,10,1.8,4
2017/7/1,31.6,27.7,9.3,2.7,0
2017/7/2,33.4,27.2,10,2.3,0
2017/7/3,32.7,28.3,9,2.5,0
2017/7/4,30.4,29.6,10,2.3,14.5
2017/7/5,25.8,26.6,10,2.3,22
2017/7/6,31.2,24.3,9.8,2,0
2017/7/7,30.6,26.2,6.8,2.3,0
2017/7/8,33.7,27.2,9,2,0
2017/7/9,30.4,28.6,10,1.6,4.5
2017/7/10,32,28.7,9.8,1.9,0.5
2017/7/11,34,29.3,6.8,2.5,0
2017/7/12,33.2,29.9,9.3,2.2,0
2017/7/13,34.3,27.8,7.3,2,0
2017/7/14,33.5,28.6,9.5,2.1,0
2017/7/15,34.1,26.5,6.8,2.3,0
2017/7/16,34,27.6,9.5,2.5,0
2017/7/17,31.6,27.9,9.3,2.9,0
2017/7/18,31.1,27.6,9.3,2.7,0
2017/7/19,35.5,27.3,8.3,2.2,0
2017/7/20,36.4,26.2,4.3,2.4,0
2017/7/21,35.1,27.8,7.3,2.1,0
2017/7/22,35.7,27.2,10,2.4,0
2017/7/23,32.3,28.2,8.5,2.4,0
2017/7/24,33.7,28.3,8,2.5,0
2017/7/25,32.7,29.8,10,2.4,0
2017/7/26,33.7,27,5.3,3.1,0
2017/7/27,34.6,28.9,9,2.4,2.5
2017/7/28,34.1,30.3,8.8,2.2,0.5
2017/7/29,35,29.8,9.5,2.4,0
2017/7/30,33.5,29.5,8.3,2.2,1
2017/7/31,35.2,31.1,9.5,2.2,0
2017/8/1,35.3,28.1,8.8,2.8,0
2017/8/2,35.7,25.5,6.8,3.3,0
2017/8/3,35.6,25.9,5.3,4,0
2017/8/4,36.3,28.8,5.8,3.9,0
2017/8/5,36.5,29.5,8.3,2.1,0
2017/8/6,37.4,28.6,2,2.2,0
2017/8/7,29.7,30.8,10,5.4,83
2017/8/8,30.5,28.3,7.5,3.5,8.5
2017/8/9,33.9,26.6,6,2.2,0
2017/8/10,34.6,29.3,7.5,2.9,0
2017/8/11,35.1,28.6,5,2.5,0
2017/8/12,32.8,25.5,8.3,3.3,0
2017/8/13,32.5,22.7,9,2.5,0
2017/8/14,31.9,24.3,9.5,2,0
2017/8/15,30.1,28.6,10,2.3,2.5
2017/8/16,32.8,28.6,9.8,2.4,0
2017/8/17,33.3,29,6.3,2.3,0
2017/8/18,33.8,28.2,7.3,2.3,2.5
2017/8/19,34.2,26,3.5,2.4,0
2017/8/20,35,26,7,2.4,0
2017/8/21,34.6,27.9,7,2.1,0
2017/8/22,33.7,29.3,8.8,2.2,0
2017/8/23,34,30.6,9.8,2.4,0
2017/8/24,35,29.7,4.3,3,0
2017/8/25,34.8,30.1,8,3,0
2017/8/26,31.5,24.1,9.5,2.3,8
2017/8/27,34,20.1,6.5,2.4,0
2017/8/28,33.6,26.5,8,1.8,0
2017/8/29,34.1,28.4,10,2.6,0
2017/8/30,31.8,24.1,7.3,3.5,0
2017/8/31,33.1,17,2.3,3.8,0
2017/9/1,32,16.8,2.8,4,0
2017/9/2,30.3,18.4,2.5,3.2,0
2017/9/3,31.1,17.6,5.5,3,0
2017/9/4,28,16,10,1.8,0
2017/9/5,28.9,19.4,9.5,1.9,0
2017/9/6,29.2,25,10,2.4,0.5
2017/9/7,29.8,29,10,1.9,19.5
2017/9/8,30.8,21.3,5.3,3,1.5
2017/9/9,31.9,19.1,6.5,2,0
2017/9/10,32.1,22.4,9.5,2.3,0
2017/9/11,30.6,22.7,9.3,2.2,0
2017/9/12,27.3,26.1,10,2.1,36
2017/9/13,30.6,22.1,8.5,2,0
2017/9/14,29.6,18.4,9.5,3.2,0
2017/9/15,26.5,15.3,10,2.9,0
2017/9/16,22,20.2,10,4,32
2017/9/17,27.7,22,9.8,5,5
2017/9/18,28.5,21.2,6,2.7,0.5
2017/9/19,28.8,19,9.3,2.3,0
2017/9/20,26.9,19.6,10,2.5,0
2017/9/21,28.1,15.6,8.5,2.1,0
2017/9/22,22.4,19.6,7.5,2.9,5.5
2017/9/23,26.1,21.1,8.3,2,0
2017/9/24,27.4,18.3,6.3,1.8,0
2017/9/25,30.4,18.3,1.3,1.7,0
2017/9/26,30.1,20.6,3.5,2,0
2017/9/27,28.3,20.9,9.5,1.8,0.5
2017/9/28,23.7,20.6,7.5,2.5,26.5
2017/9/29,26.3,15.2,1.5,1.9,0
2017/9/30,27.2,14.1,5,2.4,0
2018/5/1,28.3,14.9,5,1.6,0
2018/5/2,22.2,17.9,10,1.1,7.5
2018/5/3,21.2,14.4,7.5,3.9,5
2018/5/4,19.5,8.6,1.5,4,0
2018/5/5,23.3,9,4.3,3.2,0
2018/5/6,26.2,12.9,8,2.5,9
2018/5/7,19.9,19.5,10,1.9,48
2018/5/8,19.6,15.4,10,4,9.5
2018/5/9,20.3,11.9,7.3,3.2,6.5
2018/5/10,19.7,9.1,3.5,2.3,0
2018/5/11,23.2,9.5,6.3,2.2,0
2018/5/12,23.9,13,7.3,2.1,0
2018/5/13,20.2,17.4,10,2.2,90
2018/5/14,26.1,15.8,5,2.3,0
2018/5/15,28.7,14.1,5.5,2,0
2018/5/16,28,18.1,10,2.2,0
2018/5/17,28.1,21.6,5.8,2,0
2018/5/18,28.8,23.5,7.8,1.9,7.5
2018/5/19,22.5,13.6,8,4.3,5
2018/5/20,24.2,11.2,9.5,3,0
2018/5/21,28.6,12,3,2.8,0
2018/5/22,29.3,11.4,7.5,2.5,0
2018/5/23,21,18,10,2.3,11
2018/5/24,25.8,14.7,3.3,2,1.5
2018/5/25,29.8,12.7,8.5,2,0
2018/5/26,26.6,15.1,7.5,1.8,0
2018/5/27,28.1,15.5,6,1.8,0
2018/5/28,26.5,18.4,10,1.7,0
2018/5/29,28.1,19.4,10,2.1,0
2018/5/30,22.3,20.2,9.8,2.3,18.5
2018/5/31,21.5,19.7,10,1.5,11.5
2018/6/1,26.2,14,5.3,2.6,0
2018/6/2,28.6,14.4,0,2.5,0
2018/6/3,28.8,17.5,6.8,2.1,0
2018/6/4,30.2,17.6,5.8,2.3,0
2018/6/5,27.8,18,9.5,1.8,9
2018/6/6,20.7,21.6,10,3,48.5
2018/6/7,28.1,22.4,9.8,1.8,7
2018/6/8,25.8,24.8,10,1.3,13.5
2018/6/9,28.8,20,5.3,3.3,0.5
2018/6/10,25.4,20,10,3.8,5
2018/6/11,27.5,22.8,10,3.5,2
2018/6/12,25.7,19,10,2.3,0
2018/6/13,25.9,15.4,3,3.3,0
2018/6/14,26.6,15.4,8,2.3,0
2018/6/15,23.6,18.8,10,3.5,5
2018/6/16,26.7,13.7,4.3,2.9,0
2018/6/17,28.5,16.8,6.8,2.5,0
2018/6/18,27,19.9,9.8,4.2,0
2018/6/19,26,22.5,8.5,1.4,3
2018/6/20,22.9,25.1,10,1.6,57.5
2018/6/21,26.4,22.2,9.8,1.5,0
2018/6/22,30.8,19,9,1.7,0
2018/6/23,24.2,21.4,10,2,15
2018/6/24,27.8,20.8,9.8,2.3,1.5
2018/6/25,33.1,21.6,2.8,1.8,0
2018/6/26,31.6,25.6,10,2.4,0
2018/6/27,33.5,26.6,9.8,4.3,0
2018/6/28,33,26.4,10,4.2,0
2018/6/29,31.6,27.1,10,3.3,22.5
2018/6/30,33.6,28.1,9.5,1.9,2
2018/7/1,34.8,26.6,8.3,2.3,0
2018/7/2,33.8,27.5,6.5,2.1,0
2018/7/3,33.8,24,9.8,3.3,0
2018/7/4,29.7,27.3,10,4.7,9
2018/7/5,28.4,28.3,10,4,124.5
2018/7/6,26.2,28.4,10,1.4,117.5
2018/7/7,26.8,28.3,10,1.4,27.5
2018/7/8,32.7,27.1,9.5,1.9,0
2018/7/9,34,26.5,8,2.2,0
2018/7/10,33.2,26.7,5,2.2,0
2018/7/11,33.1,28.4,8.5,1.8,0
2018/7/12,32.7,26.3,9.8,1.9,0
2018/7/13,34.7,27.6,9,2,0
2018/7/14,36.8,28,3.8,2.1,0
2018/7/15,36.1,28.3,0,2.2,0
2018/7/16,36.9,29,4,2,0
2018/7/17,35.8,29.8,6.8,2.1,0
2018/7/18,37,29,3.5,2.2,0
2018/7/19,38,27.4,0,2.4,0
2018/7/20,37.1,30.5,6.8,2.6,0
2018/7/21,35.6,28.8,4,2.4,0
2018/7/22,35.1,28.1,2.5,2.5,0
2018/7/23,37.2,30.1,5.8,2.5,0
2018/7/24,37.5,26,2.8,2.9,0
2018/7/25,36.9,27.2,7.5,2.5,0
2018/7/26,36.8,30.1,10,2.2,0
2018/7/27,33.6,27.4,6.3,2.5,0.5
2018/7/28,32.7,26.4,10,2.6,0.5
2018/7/29,32.5,28.3,8,4.2,52
2018/7/30,34.6,26.2,4.8,4.2,0.5
2018/7/31,36.2,26.8,3.5,3.3,0
2018/8/1,34.9,28.2,0.5,2.4,0
2018/8/2,35.7,29,2,2.6,0
2018/8/3,35.3,28.1,1.8,2.5,0
2018/8/4,37.1,22.9,0,2.2,0
2018/8/5,36.8,25.6,3.3,2.1,0
2018/8/6,36.5,28,4.5,3.2,0
2018/8/7,35.1,23.6,3.5,3.5,0
2018/8/8,31.8,23.1,5.3,3.3,0
2018/8/9,32.6,27.4,10,2.3,0
2018/8/10,34,28.1,7.5,2,0
2018/8/11,36,28.7,6.5,2,0
2018/8/12,34.7,30.5,8.3,2.1,0
2018/8/13,36,29.4,6.8,2.2,0
2018/8/14,36.7,29.9,10,1.6,4.5
2018/8/15,33,28.7,10,1.8,0
2018/8/16,32.8,28.8,10,3.2,1
2018/8/17,30.6,17.1,5.5,4.1,0
2018/8/18,32.8,16.3,7.5,2.4,0
2018/8/19,33,18.1,7,2.6,0
2018/8/20,34.5,23.3,9.8,3,0
2018/8/21,36.8,29.1,5.8,2.3,6
2018/8/22,37.6,25.1,2.8,3.6,0
2018/8/23,35,28.1,7.3,5.6,18
2018/8/24,32.8,29.2,8.8,6.1,12
2018/8/25,34.5,28.8,3.8,3.6,0
2018/8/26,34.3,28,1.3,2.5,0
2018/8/27,34.1,27.7,2.5,2.2,0
2018/8/28,33,28.6,8.3,2.3,0
2018/8/29,35.4,29.1,3.5,2.5,0
2018/8/30,34.2,26.7,7.3,2.8,0
2018/8/31,34.3,28.6,4.8,3.1,0
2018/9/1,28.1,27.3,10,2.3,20
2018/9/2,30.8,24,9.8,2,0
2018/9/3,34.1,25.7,3.8,2,0
2018/9/4,29.9,28,10,5,41
2018/9/5,31,24.5,6.3,3.1,0
2018/9/6,30.9,22.8,9.8,1.8,6.5
2018/9/7,30.2,28,10,3.2,37
2018/9/8,26.7,25.4,10,1.7,15.5
2018/9/9,27.5,27.8,10,1.4,13
2018/9/10,25.6,24.8,9.5,2.1,38.5
2018/9/11,28.9,20.7,10,2.3,0
2018/9/12,23.8,22.5,10,2.9,4
2018/9/13,26.2,21.8,10,3.4,0
2018/9/14,26.3,24.4,10,3.5,4
2018/9/15,28,26.8,10,1.9,0
2018/9/16,30.9,26.8,7.8,2.4,0.5
2018/9/17,28,24.2,8,1.8,0
2018/9/18,29.7,20.4,6.5,1.8,0
2018/9/19,30.4,14.4,8,2.5,0
2018/9/20,23.3,20.2,10,2.4,24.5
2018/9/21,27.2,24.8,10,2.5,33
2018/9/22,29.2,23.6,9.8,2,6
2018/9/23,29,20.2,6.5,1.7,0
2018/9/24,28.7,19.5,9,1.8,0
2018/9/25,23.6,20.1,10,2.2,5
2018/9/26,24.1,17.7,8.5,1.9,21.5
2018/9/27,23.7,18.3,8.8,2,12.5
2018/9/28,27.8,15.6,1.3,1.9,0
2018/9/29,20.7,19.5,10,3.6,42.5
2018/9/30,24.7,23.6,10,4.6,47
